Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Week,Month,Day,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,32,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,82,41.673408,-87.599862,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,86,41.726465,-87.585413,5,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
2,83,41.704572,-87.565666,8,48,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
2,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,39,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,45,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,37,0,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
1,83,41.704572,-87.565666,8,50,1,33,8,16,77,65,71,-1,64,67,0, 6,0.00,29.28,29.97,3.6,1,5.7,77,67,72,65,68,0, 7,0.00,29.33,29.95,3.5,1,5.7
2,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,86,41.726465,-87.585413,5,25,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,86,41.726465,-87.585413,5,46,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,42,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,43,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,45,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,86,41.726465,-87.585413,5,21,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,109,41.678618,-87.559308,5,21,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,109,41.678618,-87.559308,5,35,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,109,41.678618,-87.559308,5,34,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,109,41.678618,-87.559308,5,16,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
6,109,41.678618,-87.559308,5,2,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
6,109,41.678618,-87.559308,5,2,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,110,41.737052,-87.543067,5,4,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,110,41.737052,-87.543067,5,6,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,111,41.740641,-87.546587,5,30,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,111,41.740641,-87.546587,5,37,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
6,111,41.740641,-87.546587,5,1,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,112,41.680946,-87.535198,8,49,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,112,41.680946,-87.535198,8,35,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,112,41.680946,-87.535198,8,18,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,112,41.680946,-87.535198,8,32,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,112,41.680946,-87.535198,8,42,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,112,41.680946,-87.535198,8,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,112,41.680946,-87.535198,8,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
4,112,41.680946,-87.535198,8,1,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
6,112,41.680946,-87.535198,8,16,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,113,41.686398,-87.531635,8,47,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,113,41.686398,-87.531635,8,23,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,113,41.686398,-87.531635,8,30,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,113,41.686398,-87.531635,8,30,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
6,113,41.686398,-87.531635,8,23,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,79,41.702724,-87.536497,5,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,117,41.659112,-87.538693,8,50,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,117,41.659112,-87.538693,8,39,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,117,41.659112,-87.538693,8,39,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,117,41.659112,-87.538693,8,49,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,31,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,48,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,50,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,50,1,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
1,117,41.659112,-87.538693,8,50,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
4,117,41.659112,-87.538693,8,3,0,33,8,17,79,60,70,-2,54,61,0, 5,0.00,29.41,30.10,5.9,32,6.8,80,65,73,54,62,0, 8,0.00,29.46,30.08,6.1,31,7.4
2,1,41.95469,-87.800991,9,23,1,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
1,1,41.95469,-87.800991,9,46,0,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
6,1,41.95469,-87.800991,9,1,0,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
2,13,41.974089,-87.824812,8,5,1,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
1,13,41.974089,-87.824812,8,16,0,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
2,32,41.9216,-87.666455,8,28,1,34,8,21,87,69,78, 7,70,72,0,13,-99,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0
