Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Week,test_geo,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2013-09-12,2,20,41.986921,-87.689778,9,33,0,37,"(41.986921,-87.689778)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,3,20,41.986921,-87.689778,9,4,0,37,"(41.986921,-87.689778)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,20,41.986921,-87.689778,9,45,1,37,"(41.986921,-87.689778)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,2,41.964242,-87.757639,8,10,0,37,"(41.964242,-87.757639)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,7,42.008314,-87.777921,9,17,0,37,"(42.008314,-87.777921)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,10,41.991429,-87.747113,8,5,0,37,"(41.991429,-87.747113)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,10,41.991429,-87.747113,8,1,0,37,"(41.991429,-87.747113)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,11,41.923738,-87.785288,9,21,1,37,"(41.923738,-87.785288)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,16,42.010412,-87.66214,8,8,0,37,"(42.010412,-87.66214)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,15,41.960616,-87.777189,9,8,0,37,"(41.960616,-87.777189)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,3,15,41.960616,-87.777189,9,1,0,37,"(41.960616,-87.777189)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,15,41.960616,-87.777189,9,4,0,37,"(41.960616,-87.777189)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,19,41.984809,-87.728492,8,15,1,37,"(41.984809,-87.728492)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,19,41.984809,-87.728492,8,9,1,37,"(41.984809,-87.728492)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,8,41.992478,-87.862995,8,5,0,37,"(41.992478,-87.862995)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,8,41.992478,-87.862995,8,35,0,37,"(41.992478,-87.862995)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,42,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,9,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,23,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,50,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,31,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,37,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,134,41.974689,-87.890615,9,50,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,3,134,41.974689,-87.890615,9,5,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,39,1,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,27,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,23,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,50,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,16,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,37,1,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,134,41.974689,-87.890615,9,46,0,37,"(41.974689,-87.890615)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,135,41.957799,-87.930995,5,10,0,37,"(41.957799,-87.930995)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,119,41.973845,-87.805059,9,5,1,37,"(41.973845,-87.805059)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,124,41.951866,-87.725057,8,1,0,37,"(41.951866,-87.725057)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,124,41.951866,-87.725057,8,5,0,37,"(41.951866,-87.725057)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,127,41.98728,-87.666066,8,1,0,37,"(41.98728,-87.666066)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,3,127,41.98728,-87.666066,8,1,0,37,"(41.98728,-87.666066)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,127,41.98728,-87.666066,8,2,0,37,"(41.98728,-87.666066)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,129,42.009876,-87.807277,9,9,0,37,"(42.009876,-87.807277)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,1,129,42.009876,-87.807277,9,33,0,37,"(42.009876,-87.807277)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-12,2,131,41.994679,-87.770899,8,15,0,37,"(41.994679,-87.770899)",1,82,62,72.0,,59,64.0,0.0,,0,,29.28,29.98,7.0,35,9.4
2013-09-19,2,1,41.95469,-87.800991,9,4,0,38,"(41.95469,-87.800991)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,1,41.95469,-87.800991,9,23,0,38,"(41.95469,-87.800991)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,9,41.944869,-87.832763,8,10,1,38,"(41.944869,-87.832763)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,9,41.944869,-87.832763,8,1,0,38,"(41.944869,-87.832763)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,20,41.986921,-87.689778,9,14,0,38,"(41.986921,-87.689778)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,97,41.916265,-87.800515,8,7,0,38,"(41.916265,-87.800515)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,3,97,41.916265,-87.800515,8,9,0,38,"(41.916265,-87.800515)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,97,41.916265,-87.800515,8,20,0,38,"(41.916265,-87.800515)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,2,41.964242,-87.757639,8,3,0,38,"(41.964242,-87.757639)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,2,41.964242,-87.757639,8,2,0,38,"(41.964242,-87.757639)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,7,42.008314,-87.777921,9,11,0,38,"(42.008314,-87.777921)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,10,41.991429,-87.747113,8,11,1,38,"(41.991429,-87.747113)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,11,41.923738,-87.785288,9,4,0,38,"(41.923738,-87.785288)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,11,41.923738,-87.785288,9,26,1,38,"(41.923738,-87.785288)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,16,42.010412,-87.66214,8,3,0,38,"(42.010412,-87.66214)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,15,41.960616,-87.777189,9,4,0,38,"(41.960616,-87.777189)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,15,41.960616,-87.777189,9,6,0,38,"(41.960616,-87.777189)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,19,41.984809,-87.728492,8,3,0,38,"(41.984809,-87.728492)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,19,41.984809,-87.728492,8,15,0,38,"(41.984809,-87.728492)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,8,41.992478,-87.862995,8,3,0,38,"(41.992478,-87.862995)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,134,41.974689,-87.890615,9,13,1,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,134,41.974689,-87.890615,9,7,1,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,134,41.974689,-87.890615,9,27,1,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,134,41.974689,-87.890615,9,33,0,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,134,41.974689,-87.890615,9,17,0,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,134,41.974689,-87.890615,9,13,0,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,134,41.974689,-87.890615,9,13,0,38,"(41.974689,-87.890615)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,119,41.973845,-87.805059,9,5,0,38,"(41.973845,-87.805059)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,119,41.973845,-87.805059,9,7,0,38,"(41.973845,-87.805059)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,127,41.98728,-87.666066,8,7,0,38,"(41.98728,-87.666066)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,127,41.98728,-87.666066,8,2,0,38,"(41.98728,-87.666066)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,1,129,42.009876,-87.807277,9,21,0,38,"(42.009876,-87.807277)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-19,2,131,41.994679,-87.770899,8,2,0,38,"(41.994679,-87.770899)",1,84,69,77.0,14.0,68,70.0,0.0,12.0,0,0.84,29.14,29.87,8.3,16,10.6
2013-09-26,2,1,41.95469,-87.800991,9,5,0,39,"(41.95469,-87.800991)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,1,41.95469,-87.800991,9,8,0,39,"(41.95469,-87.800991)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,9,41.944869,-87.832763,8,7,0,39,"(41.944869,-87.832763)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,9,41.944869,-87.832763,8,2,0,39,"(41.944869,-87.832763)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,97,41.916265,-87.800515,8,8,0,39,"(41.916265,-87.800515)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,2,41.964242,-87.757639,8,10,0,39,"(41.964242,-87.757639)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,2,41.964242,-87.757639,8,3,1,39,"(41.964242,-87.757639)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,7,42.008314,-87.777921,9,10,0,39,"(42.008314,-87.777921)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,10,41.991429,-87.747113,8,2,0,39,"(41.991429,-87.747113)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,11,41.923738,-87.785288,9,5,0,39,"(41.923738,-87.785288)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,15,41.960616,-87.777189,9,2,0,39,"(41.960616,-87.777189)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,19,41.984809,-87.728492,8,5,0,39,"(41.984809,-87.728492)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,3,8,41.992478,-87.862995,8,1,0,39,"(41.992478,-87.862995)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,134,41.974689,-87.890615,9,39,1,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,134,41.974689,-87.890615,9,4,0,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,134,41.974689,-87.890615,9,16,0,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,134,41.974689,-87.890615,9,9,0,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,134,41.974689,-87.890615,9,11,0,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,134,41.974689,-87.890615,9,1,0,39,"(41.974689,-87.890615)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,119,41.973845,-87.805059,9,11,0,39,"(41.973845,-87.805059)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,1,119,41.973845,-87.805059,9,1,0,39,"(41.973845,-87.805059)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,124,41.951866,-87.725057,8,3,0,39,"(41.951866,-87.725057)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,127,41.98728,-87.666066,8,5,0,39,"(41.98728,-87.666066)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2013-09-26,2,129,42.009876,-87.807277,9,5,0,39,"(42.009876,-87.807277)",1,75,50,63.0,,52,58.0,2.0,,0,0.0,29.34,30.04,3.8,8,4.2
2007-05-29,3,32,41.9216,-87.666455,8,2,0,22,"(41.9216,-87.666455)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,33,41.891118,-87.654491,8,1,0,22,"(41.891118,-87.654491)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,2,35,41.867108,-87.654224,8,1,0,22,"(41.867108,-87.654224)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,35,41.867108,-87.654224,8,2,0,22,"(41.867108,-87.654224)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,36,41.896282,-87.655232,8,1,0,22,"(41.896282,-87.655232)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,2,37,41.919343,-87.694259,8,1,0,22,"(41.919343,-87.694259)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,2,39,41.921965,-87.632085,8,2,0,22,"(41.921965,-87.632085)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,39,41.921965,-87.632085,8,3,0,22,"(41.921965,-87.632085)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,2,65,41.688324,-87.676709,8,1,0,22,"(41.688324,-87.676709)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,65,41.688324,-87.676709,8,1,0,22,"(41.688324,-87.676709)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,69,41.862292,-87.64886,8,1,0,22,"(41.862292,-87.64886)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,71,41.720848,-87.666014,9,3,0,22,"(41.720848,-87.666014)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,74,41.731922,-87.677512,8,5,0,22,"(41.731922,-87.677512)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,1,74,41.731922,-87.677512,8,1,0,22,"(41.731922,-87.677512)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,2,84,41.891126,-87.61156,5,1,0,22,"(41.891126,-87.61156)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,84,41.891126,-87.61156,5,2,0,22,"(41.891126,-87.61156)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,99,41.907645,-87.760886,8,1,0,22,"(41.907645,-87.760886)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,3,105,41.732984,-87.649642,8,1,0,22,"(41.732984,-87.649642)",2,88,65,77.0,,59,66.0,0.0,12.0,0,0.0,29.44,30.09,5.8,16,7.4
2007-06-05,2,32,41.9216,-87.666455,8,1,0,23,"(41.9216,-87.666455)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,32,41.9216,-87.666455,8,2,0,23,"(41.9216,-87.666455)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,32,41.9216,-87.666455,8,1,0,23,"(41.9216,-87.666455)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,33,41.891118,-87.654491,8,1,0,23,"(41.891118,-87.654491)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,35,41.867108,-87.654224,8,1,0,23,"(41.867108,-87.654224)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,35,41.867108,-87.654224,8,1,0,23,"(41.867108,-87.654224)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,35,41.867108,-87.654224,8,2,0,23,"(41.867108,-87.654224)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,36,41.896282,-87.655232,8,2,0,23,"(41.896282,-87.655232)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,37,41.919343,-87.694259,8,1,0,23,"(41.919343,-87.694259)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,37,41.919343,-87.694259,8,1,0,23,"(41.919343,-87.694259)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,39,41.921965,-87.632085,8,3,0,23,"(41.921965,-87.632085)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,65,41.688324,-87.676709,8,4,0,23,"(41.688324,-87.676709)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,71,41.720848,-87.666014,9,2,0,23,"(41.720848,-87.666014)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,74,41.731922,-87.677512,8,1,0,23,"(41.731922,-87.677512)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,74,41.731922,-87.677512,8,1,0,23,"(41.731922,-87.677512)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,74,41.731922,-87.677512,8,1,0,23,"(41.731922,-87.677512)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,99,41.907645,-87.760886,8,3,0,23,"(41.907645,-87.760886)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,105,41.732984,-87.649642,8,1,0,23,"(41.732984,-87.649642)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,17,41.94983,-87.698457,9,1,0,23,"(41.94983,-87.698457)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,22,41.801498,-87.763416,9,1,0,23,"(41.801498,-87.763416)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,23,41.906638,-87.701431,9,3,0,23,"(41.906638,-87.701431)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,67,41.723195,-87.64997,5,1,0,23,"(41.723195,-87.64997)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,68,41.868077,-87.666901,9,1,0,23,"(41.868077,-87.666901)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,68,41.868077,-87.666901,9,7,0,23,"(41.868077,-87.666901)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,70,41.869216,-87.627561,8,1,0,23,"(41.869216,-87.627561)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,85,41.662014,-87.724608,8,2,0,23,"(41.662014,-87.724608)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,85,41.662014,-87.724608,8,4,0,23,"(41.662014,-87.724608)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,1,85,41.662014,-87.724608,8,1,0,23,"(41.662014,-87.724608)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,91,41.878114,-87.629798,3,3,0,23,"(41.878114,-87.629798)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,92,41.958271,-87.702575,9,1,0,23,"(41.958271,-87.702575)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,92,41.958271,-87.702575,9,2,0,23,"(41.958271,-87.702575)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,93,41.932094,-87.700117,8,1,0,23,"(41.932094,-87.700117)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,98,41.846075,-87.716277,9,1,0,23,"(41.846075,-87.716277)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,100,41.918705,-87.752329,8,1,0,23,"(41.918705,-87.752329)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,2,104,41.682587,-87.707973,9,3,0,23,"(41.682587,-87.707973)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,3,104,41.682587,-87.707973,9,8,0,23,"(41.682587,-87.707973)",2,63,51,57.0,,47,52.0,8.0,,0,0.27,29.16,29.78,6.2,3,8.1
